"s1","s2","time","z"
0.537983173970133,0.213288370519876,2017-12-01,0.344845581452859
0.818258262239397,0.994843258988112,2017-12-01,0.560456546337699
0.321746907196939,0.49203958758153,2017-12-01,0.346537926027274
0.582326936768368,0.627634118078277,2017-12-01,0.427482571315335
0.0709323794580996,0.00596133503131568,2017-12-01,0.218887840204761
0.570644013117999,0.285853998735547,2017-12-01,0.369554133083397
0.56067725061439,0.986480417195708,2017-12-01,0.503517248859858
0.434170939493924,0.757692324928939,2017-12-01,0.425032380275612
0.96194878523238,0.0682749908883125,2017-12-01,0.395071770212216
0.711271684383973,0.810763978632167,2017-12-01,0.524768168696871
0.258469532011077,0.122871407074854,2017-12-01,0.273003291883438
0.92567753768526,0.409918360644951,2017-12-01,0.474859231786257
0.420811663148925,0.927543645258993,2017-12-01,0.477521125688376
0.816300745587796,0.554208239307627,2017-12-01,0.481734257782544
0.754665047628805,0.0142666143365204,2017-12-01,0.356734419988715
0.412143304478377,0.967365281190723,2017-12-01,0.463378157892094
0.514416832011193,0.770065532531589,2017-12-01,0.44680143538086
0.542284718481824,0.0799524132162333,2017-12-01,0.331961338285071
0.974024304188788,0.365419848356396,2017-12-01,0.454805295383209
0.073637954890728,0.480426545254886,2017-12-01,0.316088300999759
0.76950380532071,0.675760691985488,2017-12-01,0.483717503725466
0.872554909205064,0.786447250749916,2017-12-01,0.52781667185006
0.989865584531799,0.810058057308197,2017-12-01,0.552089033863051
0.965147644048557,0.078677503624931,2017-12-01,0.406463618171992
0.636421318631619,0.168914441019297,2017-12-01,0.369839000346701
0.0653892939444631,0.0367327940184623,2017-12-01,0.224961749367997
0.128414754988626,0.240142308874056,2017-12-01,0.271386771295302
0.492784780450165,0.912195181939751,2017-12-01,0.489696047724886
0.663244860246778,0.00136347976513207,2017-12-01,0.34948170534385
0.189378713723272,0.227300448110327,2017-12-01,0.283272143077571
0.177598393289372,0.168262931751087,2017-12-01,0.27387715953917
0.115560325561091,0.149762514978647,2017-12-01,0.255846754598595
0.156952400226146,0.648097161203623,2017-12-01,0.99521353048508
0.8574108495377,0.485572549281642,2017-12-01,0.459330818342409
0.42486053169705,0.693244319409132,2017-12-01,0.442818674847448
0.878341671079397,0.289669456658885,2017-12-01,0.442415003425418
0.824826563941315,0.978671659715474,2017-12-01,0.568120462450622
0.978819616837427,0.288126329425722,2017-12-01,0.454864923293124
0.634543015854433,0.525764521211386,2017-12-01,0.436915393063086
0.691523276036605,0.0778222696390003,2017-12-01,0.355387669530581
0.792183339362964,0.678553835256025,2017-12-01,0.494567422464671
0.0341706455219537,0.181949716527015,2017-12-01,0.245458295529224
